ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
2330;Projeto fictício 2330 - Biotecnologia;AC;PE;2025-05-28;Concluído;1625045.13
2331;Projeto fictício 2331 - Saúde digital;AC;AM;2026-03-06;Pesquisa;570594.92
2332;Projeto fictício 2332 - Agricultura;RS;AM;2021-06-15;Concluído;2043390.15
2333;Projeto fictício 2333 - Biotecnologia;DF;SP;2026-05-15;Concluído;3301994.35
2334;Projeto fictício 2334 - Saúde digital;PR;BA;2021-04-15;Pesquisa;4941207.96
2335;Projeto fictício 2335 - Agricultura;PE;PR;2023-03-13;Validação;3485846.84
2336;Projeto fictício 2336 - Indústria 4.0;RJ;AC;2026-06-07;Pesquisa;2367480.70
2337;Projeto fictício 2337 - Energia limpa;CE;AC;2023-04-29;Concluído;1217615.48
2338;Projeto fictício 2338 - Indústria 4.0;BA;CE;2026-09-12;Prototipagem;996048.40
2339;Projeto fictício 2339 - Agricultura;PR;BA;2025-03-07;Desenvolvimento;3293018.07
2340;Projeto fictício 2340 - Agricultura;BA;SP;2023-02-19;Desenvolvimento;601734.80
2341;Projeto fictício 2341 - Indústria 4.0;RJ;PR;2021-09-19;Validação;1575290.21
2342;Projeto fictício 2342 - Indústria 4.0;AC;CE;2021-08-11;Validação;120264.67
2343;Projeto fictício 2343 - Saúde digital;AC;CE;2024-07-08;Concluído;984571.71
2344;Projeto fictício 2344 - Energia limpa;AM;GO;2023-07-15;Pesquisa;4166234.94
2345;Projeto fictício 2345 - Biotecnologia;PR;GO;2021-03-27;Prototipagem;1097890.21
2346;Projeto fictício 2346 - Indústria 4.0;BA;GO;2021-08-15;Validação;1048054.48
2347;Projeto fictício 2347 - Biotecnologia;SP;RJ;2024-02-28;Desenvolvimento;3317536.05
2348;Projeto fictício 2348 - Saúde digital;RS;SP;2021-07-09;Validação;2632719.65
2349;Projeto fictício 2349 - Saúde digital;BA;BA;2021-11-21;Pesquisa;3565418.99
2350;Projeto fictício 2350 - Indústria 4.0;PR;GO;2023-08-23;Desenvolvimento;1049147.51
2351;Projeto fictício 2351 - Agricultura;DF;CE;2023-01-25;Desenvolvimento;557307.07
2352;Projeto fictício 2352 - Saúde digital;GO;CE;2021-06-02;Validação;1974994.93
2353;Projeto fictício 2353 - Saúde digital;AM;PR;2026-03-24;Pesquisa;4904991.72
2354;Projeto fictício 2354 - Indústria 4.0;CE;AM;2021-09-23;Validação;3576797.07
2355;Projeto fictício 2355 - Agricultura;CE;RJ;2023-10-21;Desenvolvimento;813378.90
2356;Projeto fictício 2356 - Energia limpa;PE;SP;2026-03-20;Validação;5046502.95
2357;Projeto fictício 2357 - Agricultura;RJ;AC;2024-01-05;Validação;5506839.21
2358;Projeto fictício 2358 - Biotecnologia;AC;MG;2023-08-25;Desenvolvimento;3797448.43
2359;Projeto fictício 2359 - Agricultura;SP;RS;2025-12-27;Validação;2650981.13
2360;Projeto fictício 2360 - Indústria 4.0;PE;GO;2021-02-09;Pesquisa;5408536.74
2361;Projeto fictício 2361 - Energia limpa;BA;BA;2024-06-19;Prototipagem;4652849.89
2362;Projeto fictício 2362 - Energia limpa;DF;SP;2021-05-12;Prototipagem;4571425.24
2363;Projeto fictício 2363 - Agricultura;MG;PR;2025-06-14;Desenvolvimento;4705466.89
2364;Projeto fictício 2364 - Agricultura;RJ;PE;2026-05-26;Desenvolvimento;2763713.02
2365;Projeto fictício 2365 - Agricultura;MG;PR;2024-09-21;Concluído;3269904.90
2366;Projeto fictício 2366 - Saúde digital;CE;AM;2024-04-03;Concluído;1893043.82
2367;Projeto fictício 2367 - Saúde digital;MG;PR;2024-09-22;Prototipagem;5958388.75
2368;Projeto fictício 2368 - Biotecnologia;AC;AC;2022-04-17;Pesquisa;5384413.84
2369;Projeto fictício 2369 - Energia limpa;DF;AM;2025-03-20;Validação;3850559.49
2370;Projeto fictício 2370 - Saúde digital;DF;PR;2025-01-05;Validação;5783129.16
2371;Projeto fictício 2371 - Saúde digital;AM;GO;2023-09-20;Concluído;1682526.44
2372;Projeto fictício 2372 - Saúde digital;PE;DF;2021-04-08;Concluído;1581426.07
2373;Projeto fictício 2373 - Energia limpa;AM;AM;2022-07-31;Pesquisa;2496825.64
2374;Projeto fictício 2374 - Agricultura;PR;SP;2025-11-10;Prototipagem;5086666.94
2375;Projeto fictício 2375 - Saúde digital;RJ;RS;2021-06-02;Pesquisa;1373326.73
2376;Projeto fictício 2376 - Saúde digital;RS;CE;2026-01-12;Pesquisa;2970048.13
2377;Projeto fictício 2377 - Saúde digital;AM;GO;2024-06-06;Concluído;64876.35
2378;Projeto fictício 2378 - Agricultura;RJ;PE;2025-03-14;Concluído;897231.12
2379;Projeto fictício 2379 - Agricultura;SP;MG;2025-11-11;Desenvolvimento;616057.73
2380;Projeto fictício 2380 - Saúde digital;DF;PE;2025-12-01;Prototipagem;837277.49
2381;Projeto fictício 2381 - Indústria 4.0;BA;BA;2022-04-07;Concluído;5985772.88
2382;Projeto fictício 2382 - Energia limpa;SP;PE;2022-09-23;Desenvolvimento;1509172.56
2383;Projeto fictício 2383 - Biotecnologia;MG;CE;2025-10-12;Prototipagem;2964459.54
2384;Projeto fictício 2384 - Agricultura;GO;AM;2025-03-20;Validação;3312025.70
2385;Projeto fictício 2385 - Saúde digital;AM;SP;2021-03-11;Validação;1447930.26
2386;Projeto fictício 2386 - Biotecnologia;RS;DF;2025-04-19;Pesquisa;137396.52
2387;Projeto fictício 2387 - Biotecnologia;RS;AC;2024-03-29;Pesquisa;3210276.47
2388;Projeto fictício 2388 - Energia limpa;AC;MG;2026-02-28;Prototipagem;5232738.70
2389;Projeto fictício 2389 - Indústria 4.0;PR;PR;2022-10-22;Desenvolvimento;2254158.89
2390;Projeto fictício 2390 - Saúde digital;RS;RS;2025-12-29;Desenvolvimento;4683901.70
2391;Projeto fictício 2391 - Agricultura;MG;DF;2022-07-12;Prototipagem;1553631.06
2392;Projeto fictício 2392 - Indústria 4.0;AC;RJ;2022-07-13;Prototipagem;5457957.77
2393;Projeto fictício 2393 - Biotecnologia;AM;SP;2024-03-27;Pesquisa;5068922.95
2394;Projeto fictício 2394 - Agricultura;PE;PR;2025-06-08;Pesquisa;3501245.86
2395;Projeto fictício 2395 - Indústria 4.0;DF;RS;2021-05-24;Prototipagem;4985582.77
2396;Projeto fictício 2396 - Agricultura;AM;RS;2023-03-18;Validação;919222.42
2397;Projeto fictício 2397 - Indústria 4.0;PE;GO;2023-07-25;Prototipagem;4363040.78
2398;Projeto fictício 2398 - Agricultura;AC;AC;2024-10-12;Validação;3305131.08
2399;Projeto fictício 2399 - Agricultura;AM;MG;2022-03-04;Validação;960227.08
2400;Projeto fictício 2400 - Indústria 4.0;SP;RJ;2024-03-17;Pesquisa;159646.69
2401;Projeto fictício 2401 - Agricultura;SP;RJ;2024-12-19;Concluído;3346312.46
2402;Projeto fictício 2402 - Indústria 4.0;CE;SP;2023-03-14;Validação;358081.90
2403;Projeto fictício 2403 - Saúde digital;PE;AM;2022-01-13;Desenvolvimento;4749351.77
2404;Projeto fictício 2404 - Biotecnologia;PE;RJ;2023-10-22;Concluído;3560572.20
2405;Projeto fictício 2405 - Energia limpa;GO;RJ;2025-09-22;Validação;4409316.25
2406;Projeto fictício 2406 - Indústria 4.0;MG;DF;2022-09-20;Desenvolvimento;5799737.30
2407;Projeto fictício 2407 - Energia limpa;DF;PE;2024-05-28;Prototipagem;5572860.91
2408;Projeto fictício 2408 - Energia limpa;RJ;SP;2023-11-09;Desenvolvimento;1392302.57
2409;Projeto fictício 2409 - Biotecnologia;AM;PE;2025-10-16;Concluído;3775847.29
2410;Projeto fictício 2410 - Agricultura;PE;DF;2021-07-13;Pesquisa;4672618.84
2411;Projeto fictício 2411 - Agricultura;RS;AM;2024-01-30;Prototipagem;2039181.61
2412;Projeto fictício 2412 - Agricultura;AC;BA;2023-01-22;Prototipagem;799635.37
2413;Projeto fictício 2413 - Agricultura;RS;RJ;2025-05-20;Prototipagem;3361295.48
2414;Projeto fictício 2414 - Indústria 4.0;BA;MG;2024-01-05;Desenvolvimento;36200.56
2415;Projeto fictício 2415 - Energia limpa;DF;DF;2023-03-15;Validação;5309735.71
2416;Projeto fictício 2416 - Saúde digital;AM;PR;2026-02-08;Validação;3816292.34
2417;Projeto fictício 2417 - Indústria 4.0;RS;PE;2026-08-15;Concluído;5170988.30
2418;Projeto fictício 2418 - Energia limpa;CE;SP;2025-03-29;Validação;1384751.92
2419;Projeto fictício 2419 - Indústria 4.0;DF;RJ;2024-03-22;Pesquisa;2854491.49
2420;Projeto fictício 2420 - Energia limpa;DF;MG;2025-06-04;Concluído;2440234.17
2421;Projeto fictício 2421 - Agricultura;RS;PE;2025-03-16;Desenvolvimento;1533745.16
2422;Projeto fictício 2422 - Agricultura;SP;MG;2023-11-22;Prototipagem;4521445.55
2423;Projeto fictício 2423 - Biotecnologia;BA;RS;2023-11-25;Concluído;425786.92
2424;Projeto fictício 2424 - Biotecnologia;CE;BA;2023-09-21;Prototipagem;4571449.23
2425;Projeto fictício 2425 - Indústria 4.0;DF;AM;2025-04-28;Prototipagem;2076297.83
2426;Projeto fictício 2426 - Energia limpa;CE;AM;2025-10-18;Validação;2452973.40
2427;Projeto fictício 2427 - Energia limpa;MG;RS;2025-03-14;Validação;4177768.98
2428;Projeto fictício 2428 - Saúde digital;PE;RJ;2026-06-03;Desenvolvimento;3839807.52
2429;Projeto fictício 2429 - Indústria 4.0;AC;GO;2023-02-02;Prototipagem;739588.29
2430;Projeto fictício 2430 - Biotecnologia;AC;MG;2023-01-12;Concluído;5998938.09
2431;Projeto fictício 2431 - Energia limpa;RS;SP;2022-05-08;Pesquisa;5155273.95
2432;Projeto fictício 2432 - Indústria 4.0;MG;CE;2021-11-05;Pesquisa;4302903.03
2433;Projeto fictício 2433 - Saúde digital;PR;MG;2021-05-31;Validação;365549.63
2434;Projeto fictício 2434 - Biotecnologia;SP;BA;2025-08-31;Desenvolvimento;1012368.21
2435;Projeto fictício 2435 - Energia limpa;SP;SP;2025-01-22;Concluído;797875.03
2436;Projeto fictício 2436 - Energia limpa;DF;BA;2024-03-27;Prototipagem;777584.90
2437;Projeto fictício 2437 - Agricultura;DF;AM;2025-09-04;Desenvolvimento;5774719.90
2438;Projeto fictício 2438 - Biotecnologia;PR;BA;2022-06-15;Prototipagem;4152909.65
2439;Projeto fictício 2439 - Indústria 4.0;MG;DF;2025-04-21;Desenvolvimento;5223744.21
2440;Projeto fictício 2440 - Indústria 4.0;RS;RS;2025-12-23;Validação;2044410.35
2441;Projeto fictício 2441 - Saúde digital;AC;PR;2025-06-26;Prototipagem;889573.38
2442;Projeto fictício 2442 - Agricultura;CE;AC;2021-01-15;Validação;4683952.53
2443;Projeto fictício 2443 - Biotecnologia;RJ;RS;2025-02-20;Pesquisa;533195.05
2444;Projeto fictício 2444 - Biotecnologia;PE;CE;2024-05-23;Validação;3447918.91
2445;Projeto fictício 2445 - Agricultura;PE;DF;2026-04-30;Validação;5707897.28
2446;Projeto fictício 2446 - Indústria 4.0;RS;AC;2022-12-12;Validação;928462.69
2447;Projeto fictício 2447 - Agricultura;BA;BA;2022-02-26;Pesquisa;3977487.87
2448;Projeto fictício 2448 - Energia limpa;RJ;GO;2023-03-13;Prototipagem;2210716.04
2449;Projeto fictício 2449 - Indústria 4.0;GO;GO;2021-12-25;Desenvolvimento;5485694.04
2450;Projeto fictício 2450 - Energia limpa;GO;AC;2026-09-14;Validação;5991019.52
2451;Projeto fictício 2451 - Agricultura;CE;AM;2023-01-25;Pesquisa;2871495.53
2452;Projeto fictício 2452 - Indústria 4.0;CE;AC;2021-11-13;Prototipagem;2388819.57
2453;Projeto fictício 2453 - Biotecnologia;MG;PR;2021-07-09;Pesquisa;486917.85
2454;Projeto fictício 2454 - Saúde digital;GO;RJ;2021-06-29;Prototipagem;980407.81
2455;Projeto fictício 2455 - Agricultura;AM;SP;2021-12-19;Desenvolvimento;5833032.30
2456;Projeto fictício 2456 - Energia limpa;MG;SP;2024-02-05;Desenvolvimento;1645049.22
2457;Projeto fictício 2457 - Indústria 4.0;SP;MG;2025-05-23;Desenvolvimento;2322492.26
2458;Projeto fictício 2458 - Agricultura;DF;MG;2025-04-26;Concluído;4617963.46
2459;Projeto fictício 2459 - Indústria 4.0;PE;AM;2024-11-29;Concluído;2504082.11
2460;Projeto fictício 2460 - Energia limpa;SP;CE;2022-01-16;Desenvolvimento;3414571.44
2461;Projeto fictício 2461 - Indústria 4.0;RJ;PR;2023-01-14;Desenvolvimento;4981011.19
2462;Projeto fictício 2462 - Energia limpa;DF;BA;2021-04-14;Prototipagem;216266.15
2463;Projeto fictício 2463 - Energia limpa;RJ;AM;2025-12-27;Concluído;946099.17
2464;Projeto fictício 2464 - Agricultura;PR;AM;2021-06-13;Validação;3330736.63
2465;Projeto fictício 2465 - Saúde digital;RJ;PR;2024-07-30;Desenvolvimento;5449062.97
2466;Projeto fictício 2466 - Biotecnologia;SP;SP;2022-12-20;Pesquisa;57922.24
2467;Projeto fictício 2467 - Indústria 4.0;CE;PE;2021-03-04;Pesquisa;4857775.25
2468;Projeto fictício 2468 - Indústria 4.0;AM;SP;2022-10-11;Validação;1947750.12
2469;Projeto fictício 2469 - Saúde digital;AC;RS;2025-09-04;Prototipagem;3212361.35
2470;Projeto fictício 2470 - Agricultura;DF;RS;2025-07-22;Prototipagem;1365051.41
2471;Projeto fictício 2471 - Agricultura;RJ;AM;2023-09-05;Validação;2885979.04
2472;Projeto fictício 2472 - Saúde digital;RS;BA;2025-05-05;Validação;1057924.53
2473;Projeto fictício 2473 - Saúde digital;RJ;PE;2021-06-22;Concluído;2909704.10
2474;Projeto fictício 2474 - Agricultura;AC;BA;2025-03-29;Prototipagem;4877998.69
2475;Projeto fictício 2475 - Saúde digital;MG;SP;2025-12-06;Validação;4361978.95
2476;Projeto fictício 2476 - Indústria 4.0;GO;MG;2026-04-22;Desenvolvimento;5838050.21
2477;Projeto fictício 2477 - Energia limpa;SP;CE;2025-06-10;Desenvolvimento;4518170.55
2478;Projeto fictício 2478 - Energia limpa;BA;PE;2022-04-05;Concluído;1285173.37
2479;Projeto fictício 2479 - Biotecnologia;CE;MG;2026-08-08;Prototipagem;2349524.75
2480;Projeto fictício 2480 - Biotecnologia;PR;BA;2021-05-18;Validação;3437495.63
2481;Projeto fictício 2481 - Agricultura;DF;PE;2023-01-03;Prototipagem;4404214.54
2482;Projeto fictício 2482 - Energia limpa;AC;RJ;2026-07-25;Pesquisa;5369562.87
2483;Projeto fictício 2483 - Biotecnologia;GO;GO;2023-10-27;Prototipagem;4471280.94
2484;Projeto fictício 2484 - Indústria 4.0;RS;PE;2021-04-03;Validação;2481345.41
2485;Projeto fictício 2485 - Indústria 4.0;MG;GO;2025-08-17;Pesquisa;3518974.30
2486;Projeto fictício 2486 - Biotecnologia;GO;CE;2025-05-31;Pesquisa;4940210.64
2487;Projeto fictício 2487 - Indústria 4.0;AM;PR;2025-10-26;Pesquisa;3952265.10
2488;Projeto fictício 2488 - Saúde digital;DF;GO;2025-04-24;Pesquisa;1934857.11
2489;Projeto fictício 2489 - Biotecnologia;MG;PE;2021-04-29;Prototipagem;2578710.70
2490;Projeto fictício 2490 - Energia limpa;SP;GO;2022-04-10;Pesquisa;3585621.24
2491;Projeto fictício 2491 - Saúde digital;AC;AM;2022-11-30;Prototipagem;5809762.93
2492;Projeto fictício 2492 - Indústria 4.0;PE;PE;2025-02-08;Concluído;2658765.86
2493;Projeto fictício 2493 - Saúde digital;RJ;MG;2022-03-09;Concluído;1685189.65
2494;Projeto fictício 2494 - Indústria 4.0;RJ;RS;2022-06-06;Validação;3604873.84
2495;Projeto fictício 2495 - Agricultura;MG;RJ;2024-08-09;Prototipagem;2222302.30
2496;Projeto fictício 2496 - Saúde digital;GO;CE;2023-07-01;Pesquisa;3401680.58
2497;Projeto fictício 2497 - Energia limpa;BA;GO;2026-08-31;Prototipagem;2257232.02
2498;Projeto fictício 2498 - Saúde digital;PE;CE;2025-05-01;Prototipagem;769561.15
2499;Projeto fictício 2499 - Biotecnologia;RS;PR;2023-03-24;Concluído;3630097.37
2500;Projeto fictício 2500 - Saúde digital;RJ;AC;2023-12-02;Validação;121294.01
2501;Projeto fictício 2501 - Agricultura;RS;AM;2022-03-12;Concluído;1486373.63
2502;Projeto fictício 2502 - Energia limpa;GO;CE;2022-04-19;Concluído;953854.09
2503;Projeto fictício 2503 - Agricultura;GO;RJ;2025-03-02;Pesquisa;4949863.65
2504;Projeto fictício 2504 - Indústria 4.0;DF;AM;2024-09-18;Desenvolvimento;3853053.62
2505;Projeto fictício 2505 - Saúde digital;RJ;SP;2021-08-17;Pesquisa;573271.79
2506;Projeto fictício 2506 - Biotecnologia;AM;PE;2021-08-27;Pesquisa;3903105.93
2507;Projeto fictício 2507 - Biotecnologia;AM;BA;2023-10-01;Concluído;3757842.61
2508;Projeto fictício 2508 - Saúde digital;CE;AM;2021-04-06;Concluído;432544.00
2509;Projeto fictício 2509 - Agricultura;BA;DF;2023-10-27;Desenvolvimento;1815842.75
2510;Projeto fictício 2510 - Indústria 4.0;RJ;PE;2024-07-03;Pesquisa;1345192.06
2511;Projeto fictício 2511 - Saúde digital;RJ;PE;2021-09-17;Prototipagem;2215425.19
2512;Projeto fictício 2512 - Biotecnologia;CE;RS;2021-08-03;Pesquisa;1782812.75
2513;Projeto fictício 2513 - Energia limpa;PR;PR;2024-10-21;Prototipagem;859419.01
2514;Projeto fictício 2514 - Saúde digital;RS;PE;2022-11-13;Validação;2658969.32
2515;Projeto fictício 2515 - Energia limpa;BA;RJ;2024-10-17;Concluído;3356092.40
2516;Projeto fictício 2516 - Biotecnologia;RJ;AM;2024-06-24;Desenvolvimento;719786.57
2517;Projeto fictício 2517 - Biotecnologia;DF;PR;2023-06-09;Desenvolvimento;3902123.88
2518;Projeto fictício 2518 - Indústria 4.0;AM;CE;2026-03-31;Prototipagem;2422447.38
2519;Projeto fictício 2519 - Saúde digital;PE;BA;2021-06-28;Validação;228115.73
2520;Projeto fictício 2520 - Agricultura;DF;BA;2023-09-30;Desenvolvimento;4731994.32
2521;Projeto fictício 2521 - Agricultura;CE;PE;2024-09-30;Concluído;5447404.24
2522;Projeto fictício 2522 - Biotecnologia;RJ;PR;2026-07-16;Concluído;994977.81
2523;Projeto fictício 2523 - Agricultura;DF;DF;2024-01-23;Pesquisa;3955313.16
2524;Projeto fictício 2524 - Agricultura;GO;GO;2022-07-18;Pesquisa;3882310.10
2525;Projeto fictício 2525 - Energia limpa;AM;RJ;2024-08-02;Concluído;2609115.69
2526;Projeto fictício 2526 - Indústria 4.0;RS;PE;2022-11-22;Concluído;1515321.31
2527;Projeto fictício 2527 - Biotecnologia;AC;AC;2023-10-03;Desenvolvimento;4442927.81
2528;Projeto fictício 2528 - Saúde digital;RS;BA;2024-07-31;Prototipagem;3088757.31
2529;Projeto fictício 2529 - Agricultura;SP;RS;2022-08-16;Concluído;3389364.15
2530;Projeto fictício 2530 - Indústria 4.0;BA;AM;2021-01-06;Concluído;117582.07
2531;Projeto fictício 2531 - Indústria 4.0;CE;MG;2021-04-14;Concluído;2129417.07
2532;Projeto fictício 2532 - Biotecnologia;CE;PE;2024-06-14;Desenvolvimento;41492.42
2533;Projeto fictício 2533 - Biotecnologia;DF;MG;2022-11-22;Validação;5774518.28
2534;Projeto fictício 2534 - Indústria 4.0;GO;RS;2023-11-19;Pesquisa;389284.50
2535;Projeto fictício 2535 - Biotecnologia;DF;AC;2024-02-29;Prototipagem;826336.19
2536;Projeto fictício 2536 - Energia limpa;AM;RJ;2023-10-29;Pesquisa;1529464.89
2537;Projeto fictício 2537 - Agricultura;AC;GO;2025-08-24;Validação;3699436.40
2538;Projeto fictício 2538 - Indústria 4.0;RJ;RS;2023-06-11;Concluído;2200510.85
2539;Projeto fictício 2539 - Biotecnologia;CE;AM;2021-06-02;Prototipagem;3275582.19
2540;Projeto fictício 2540 - Indústria 4.0;SP;SP;2023-02-21;Desenvolvimento;1828415.72
2541;Projeto fictício 2541 - Agricultura;DF;GO;2023-10-29;Concluído;4951928.35
2542;Projeto fictício 2542 - Saúde digital;AC;PR;2023-10-29;Concluído;444046.10
2543;Projeto fictício 2543 - Biotecnologia;PR;GO;2026-08-21;Concluído;5977118.53
2544;Projeto fictício 2544 - Indústria 4.0;BA;PE;2025-09-03;Prototipagem;1659351.25
2545;Projeto fictício 2545 - Biotecnologia;CE;RS;2026-06-11;Pesquisa;889660.18
2546;Projeto fictício 2546 - Agricultura;DF;AM;2023-08-12;Desenvolvimento;5131303.34
2547;Projeto fictício 2547 - Saúde digital;PE;DF;2023-10-08;Prototipagem;4111280.60
2548;Projeto fictício 2548 - Indústria 4.0;GO;PE;2024-08-05;Pesquisa;1386385.65
2549;Projeto fictício 2549 - Indústria 4.0;CE;AC;2021-09-01;Pesquisa;5534877.11
2550;Projeto fictício 2550 - Agricultura;GO;SP;2021-12-20;Prototipagem;342821.35
2551;Projeto fictício 2551 - Agricultura;AC;DF;2022-11-24;Validação;2446545.28
2552;Projeto fictício 2552 - Biotecnologia;DF;CE;2026-08-20;Prototipagem;673900.10
2553;Projeto fictício 2553 - Energia limpa;CE;PR;2025-06-20;Prototipagem;808933.12
2554;Projeto fictício 2554 - Saúde digital;PE;DF;2021-09-08;Prototipagem;2645717.43
2555;Projeto fictício 2555 - Saúde digital;SP;SP;2021-10-31;Concluído;3202886.10
2556;Projeto fictício 2556 - Indústria 4.0;DF;AC;2026-09-08;Desenvolvimento;5011745.74
2557;Projeto fictício 2557 - Biotecnologia;BA;AC;2021-04-07;Pesquisa;4354662.66
2558;Projeto fictício 2558 - Saúde digital;GO;PE;2024-10-17;Validação;2883845.10
2559;Projeto fictício 2559 - Energia limpa;MG;DF;2023-10-30;Prototipagem;743536.96
2560;Projeto fictício 2560 - Agricultura;RJ;PE;2024-11-10;Pesquisa;3303287.58
2561;Projeto fictício 2561 - Saúde digital;SP;PE;2024-07-31;Prototipagem;2884689.97
2562;Projeto fictício 2562 - Energia limpa;DF;AC;2025-01-13;Desenvolvimento;5383310.59
2563;Projeto fictício 2563 - Agricultura;DF;CE;2024-03-05;Pesquisa;3489910.51
2564;Projeto fictício 2564 - Saúde digital;PR;GO;2025-10-30;Desenvolvimento;1976059.18
2565;Projeto fictício 2565 - Biotecnologia;PR;CE;2022-03-27;Validação;3657155.69
2566;Projeto fictício 2566 - Saúde digital;CE;SP;2022-09-11;Pesquisa;1032552.43
2567;Projeto fictício 2567 - Indústria 4.0;RJ;GO;2022-02-02;Validação;2384229.90
2568;Projeto fictício 2568 - Indústria 4.0;SP;RS;2024-01-29;Concluído;496257.94
2569;Projeto fictício 2569 - Energia limpa;AC;AC;2024-12-12;Validação;362716.61
2570;Projeto fictício 2570 - Indústria 4.0;BA;PE;2022-10-10;Prototipagem;3266716.57
2571;Projeto fictício 2571 - Energia limpa;RS;AM;2023-12-30;Validação;1481381.56
2572;Projeto fictício 2572 - Biotecnologia;BA;AC;2024-09-11;Prototipagem;3946944.82
2573;Projeto fictício 2573 - Agricultura;BA;SP;2024-01-20;Prototipagem;5741360.51
